City,Description,Temperature (C),Feels Like,Minimum Temp (C),Maximum Temp (C),Pressure,Humidity,Wind Speed,Time_of_Record,Sunrise,Sunset
Nyeri,overcast clouds,14.009999999999991,13.850000000000023,14.009999999999991,14.009999999999991,1021,92,2.08,2024-06-27 20:43:36,2024-06-27 06:32:19,2024-06-27 18:38:06
